EdgeID,SourceAccountId,TargetAccountId,Timestamp,Amount Sent,Sent Currency,Amount Received,Receiving Currency,Payment Format,Is Laundering
4223,353,7423,135970,16.85,9,16.85,9,3,0
282,513,514,136150,7118.89,1,7118.89,1,3,0
5365,9310,9311,136150,44983.26,9,44983.26,9,0,1
2209,3952,3953,136210,3962.09,0,3962.09,0,1,0
1595,2864,2865,136270,3219.83,1,3219.83,1,4,0
994,1797,1798,136330,37.92,1,37.92,1,1,0
1790,70,3214,136330,11037.75,1,11037.75,1,3,0
4662,8184,8185,136330,1688.38,1,1688.38,1,2,0
6118,10266,10267,136390,3807.52,1,3807.52,1,0,1
2066,3699,3700,136450,10857.98,0,10857.98,0,2,0
1729,3103,3104,136570,1116.75,2,1116.75,2,2,0
5360,9300,9301,136630,1498.33,0,1498.33,0,0,1
6125,10278,1647,136810,4766.07,1,4766.07,1,0,1
3274,5797,5798,136870,30.38,1,30.38,1,4,0
4486,70,7877,136990,70.76,1,70.76,1,1,0
6029,10147,10148,137110,10603.0,1,10603.0,1,0,1
6126,70,10279,137110,24.22,1,24.22,1,1,1
6127,70,10280,137170,89.83,1,89.83,1,2,1
1379,70,2487,137230,6177.67,1,6177.67,1,2,0
4771,8369,8370,137290,1719.28,1,1719.28,1,3,0
6128,70,10281,137350,277.93,1,277.93,1,2,1
3774,6663,6664,137410,166.34,0,166.34,0,2,0
6129,10282,10283,137470,4467.18,1,4467.18,1,0,1
5470,9413,9409,137590,16050.64,1,16050.64,1,0,1
6130,70,10284,137770,180.54,1,180.54,1,1,1
6133,10287,10288,137770,55878.33,12,55878.33,12,0,1
2543,4541,4542,137890,833694.99,1,833694.99,1,4,0
4525,7943,7944,137950,137.23,1,137.23,1,3,0
6134,10289,10290,138010,9479.43,4,9479.43,4,0,1
4612,8097,8098,138070,1513.78,5,1513.78,5,2,0
254,463,464,138130,1378.19,11,1378.19,11,3,0
848,1536,1537,138250,3733.39,0,3733.39,0,3,0
6124,10276,10277,138370,17541.12,1,17541.12,1,2,1
6164,9277,9276,138370,1549.95,9,1549.95,9,0,1
3057,5426,5427,138430,1336.9,1,1336.9,1,2,0
5633,9620,9621,138430,16891.89,0,16891.89,0,0,1
6132,1437,10286,138430,307.78,6,307.78,6,3,1
6131,18,10285,138550,766.04,0,766.04,0,3,1
6169,10312,10313,138610,2466.56,1,2466.56,1,0,1
4504,7905,7906,138790,1278.8,0,1278.8,0,2,0
2320,4142,4143,139090,665.19,0,665.19,0,0,0
4475,7857,7858,139090,14965.66,1,14965.66,1,0,0
5794,759,9844,139150,9443.02,1,9443.02,1,0,1
6167,10308,10309,139150,1458.01,1,1458.01,1,0,1
6175,10323,10324,139150,66841.43,11,66841.43,11,0,1
6176,10325,10326,139210,249856.71,3,249856.71,3,0,1
6177,10327,10328,139210,10759.6,1,10759.6,1,0,1
3469,6133,6134,139390,3023.41,1,3023.41,1,2,0
1148,2075,2076,139450,763.3,1,763.3,1,2,0
2121,3794,3795,139510,435.67,6,435.67,6,0,0
5738,9763,9764,139510,1410843.76,3,1410843.76,3,0,1
4932,8644,8645,139690,12589.97,1,12589.97,1,3,0
5153,9034,9035,139870,16239.51,1,16239.51,1,1,0
5577,9550,9551,139870,86374.33,11,86374.33,11,0,1
6172,10318,10319,139870,2753.85,1,2753.85,1,0,1
6173,18,10320,139930,266.86,0,266.86,0,1,1
3140,5570,5571,140050,35334.63,1,35334.63,1,4,0
4391,7707,7708,140050,766588.06,0,766588.06,0,2,0
6166,10306,10307,140050,4824.64,1,4824.64,1,0,1
6174,10321,10322,140050,3440.42,0,3440.42,0,0,1
6168,10310,10311,140110,3242.6,1,3242.6,1,0,1
5597,9581,9579,140170,14250.95,1,14250.95,1,0,1
6170,10314,10315,140230,3127.64,1,3127.64,1,0,1
1390,2506,2507,140290,392.9,13,392.9,13,2,0
1845,3310,3311,140350,1331.84,1,1331.84,1,2,0
6171,10316,10317,140350,1285.15,1,1285.15,1,0,1
3929,6924,6925,140410,105.18,5,105.18,5,2,0
4221,7420,7421,140590,703.89,1,703.89,1,2,0
737,1336,1337,140650,207.59,0,207.59,0,2,0
772,1396,1397,140770,295.27,1,295.27,1,2,0
3970,6996,6997,140830,378.18,13,378.18,13,2,0
5783,9830,9834,140830,12076.46,5,12076.46,5,0,1
5674,9679,9680,140950,10545.5,6,10545.5,6,0,1
5542,9509,9506,141070,692.25,4,692.25,4,0,1
6180,10331,10332,141130,4107.07,0,4107.07,0,0,1
1359,2451,2452,141190,1273.22,4,1273.22,4,2,0
3856,6797,6798,141190,2997.87,0,2997.87,0,3,0
4489,7881,7882,141250,5024.28,2,5024.28,2,1,0
3886,6848,6849,141370,226.4,0,226.4,0,1,0
6182,18,10335,141370,442.58,0,442.58,0,2,1
2278,4068,4069,141430,756.85,1,756.85,1,1,0
6179,70,10330,141490,574.19,1,574.19,1,2,1
6136,10289,10292,141550,43038.53,11,43038.53,11,0,1
4860,8521,8522,141670,2841.57,0,2841.57,0,2,0
283,515,516,141790,4997140.96,8,4997140.96,8,2,0
3902,6878,6879,141970,689.29,12,689.29,12,2,0
6181,10333,10334,142030,1507.96,0,1507.96,0,0,1
1510,2715,2716,142090,4728.19,4,4728.19,4,2,0
4681,8216,8217,142090,2709.68,13,2709.68,13,3,0
6041,10165,10166,142270,1268610.64,7,1268610.64,7,0,1
5160,9044,9044,142510,136.23,11,17.36,0,0,0
1552,70,2788,142630,882.88,1,882.88,1,2,0
6186,10341,10342,142630,3538.75,4,3538.75,4,0,1
5192,9078,9085,142810,3511.82,0,3511.82,0,0,1
6184,18,10338,142810,5890.38,0,5890.38,0,2,1
1155,2088,2089,142870,2354.41,1,2354.41,1,0,0
5943,10022,10024,142930,12351.15,0,12351.15,0,0,1
6185,10339,10340,142930,3421.43,0,3421.43,0,0,1
2290,4089,4090,143050,1794.69,1,1794.69,1,2,0
5258,9164,9158,143050,3354.5,5,3354.5,5,0,1
3602,6359,6360,143110,24.34,0,24.34,0,0,0
3680,6497,6498,143170,22.51,1,22.51,1,2,0
4577,8032,8033,143230,328.59,1,328.59,1,2,0
5519,9468,9476,143230,12461.78,1,12461.78,1,0,1
5806,9110,9107,143230,64414.15,9,64414.15,9,0,1
2868,353,5108,143410,407.44,9,407.44,9,2,0
672,1222,1223,143530,47923.03,0,47923.03,0,0,0
2483,4434,4435,143530,85674.04,2,85674.04,2,1,0
5094,8929,8930,143650,1442.78,0,1442.78,0,0,0
2403,1437,4290,143710,430.3,6,430.3,6,1,0
2448,4370,4371,143770,15.43,5,15.43,5,2,0
3117,5531,5532,143830,263.0,0,263.0,0,1,0
6183,10336,10337,143950,2996.48,1,2996.48,1,0,1
494,896,897,144010,2876.63,0,2876.63,0,2,0
4338,7619,3586,144130,413.77,1,413.77,1,0,0
3826,6752,6753,144250,367.39,1,367.39,1,2,0
4587,8051,8052,144250,5.723659,10,5.723659,10,6,0
727,1318,1318,144310,118.06,4,152.5,1,0,0
6192,10350,10351,144310,6216.58,1,6216.58,1,0,1
1821,3268,3269,144370,267.84,4,267.84,4,2,0
5996,10101,10102,144430,18601.36,1,18601.36,1,0,1
6206,9108,9107,144430,796.07,9,796.07,9,0,1
2036,3650,3651,144490,1420.37,4,1420.37,4,2,0
4731,8300,8301,144490,77754.54,1,77754.54,1,0,0
3934,6933,6933,144670,248.44,11,37.09,1,0,0
6191,10348,10349,144670,17913.07,14,17913.07,14,0,1
1501,2699,2700,144730,12179.66,0,12179.66,0,0,0
3222,5707,5708,144850,637953.78,1,637953.78,1,2,0
5944,10022,10025,144850,10052.4,1,10052.4,1,0,1
5298,9207,9212,145030,5430.89,4,5430.89,4,0,1
6190,10346,10347,145030,280.19,13,280.19,13,0,1
4348,7634,7635,145090,4711.06,0,4711.06,0,2,0
6187,70,10343,145090,19607.34,1,19607.34,1,3,1
4427,7773,7774,145150,927.62,1,927.62,1,3,0
6189,18,10345,145150,13133442.32,0,13133442.32,0,2,1
1505,2707,2708,145210,188.75,0,188.75,0,1,0
4233,7437,7438,145210,215.37,1,215.37,1,3,0
6188,70,10344,145270,157.69,1,157.69,1,3,1
2676,4667,4772,145330,50859.79,1,50859.79,1,1,0
2477,4422,4423,145390,1676.11,2,1676.11,2,2,0
3228,5717,5718,145450,348934.9,2,348934.9,2,2,0
3179,5638,5639,145630,29.83,1,29.83,1,0,0
1442,2596,2597,145690,290229.48,7,290229.48,7,1,0
3812,6728,6729,145690,77.19,2,77.19,2,3,0
3264,5780,5781,145750,7193.09,14,7193.09,14,2,0
1130,2043,2044,145810,85076.63,1,85076.63,1,2,0
1723,3092,3093,145810,304.51,2,304.51,2,2,0
6210,70,10359,145810,1773.67,1,1773.67,1,2,1
914,1651,1652,145990,39031.93,7,39031.93,7,2,0
99,186,187,146050,402.88,1,402.88,1,4,0
3746,6614,6615,146230,1525982.06,8,1525982.06,8,2,0
4162,7322,7323,146230,291.12,1,291.12,1,1,0
4706,8258,8259,146230,105.96,1,105.96,1,2,0
3102,5506,5507,146290,278.31,1,278.31,1,3,0
4614,8101,8102,146530,21194.19,11,21194.19,11,0,0
6213,70,10364,146530,4456.58,1,4456.58,1,2,1
5310,9227,9228,146590,15645.62,0,15645.62,0,0,1
3159,5602,5603,146650,173.33,4,173.33,4,0,0
6211,10360,10361,146650,1766.54,1,1766.54,1,0,1
4118,7248,7249,146710,1124.87,6,1124.87,6,3,0
1295,2337,2338,146770,366.27,1,366.27,1,0,0
3008,5338,5339,146770,299.71,1,299.71,1,2,0
3426,6062,6063,146770,2705395.83,0,2705395.83,0,2,0
6088,10229,10230,146770,767.47,1,767.47,1,0,1
1298,2342,2343,146890,151631.69,5,151631.69,5,0,0
4538,7963,7964,147010,2016.78,0,2016.78,0,0,0
6214,10365,10366,147010,3734.53,13,3734.53,13,0,1
1629,2923,2924,147130,53524.76,6,53524.76,6,2,0
2815,5016,5017,147130,3786.51,1,3786.51,1,3,0
1882,3377,3378,147190,4454777.53,1,4454777.53,1,2,0
770,1392,1393,147310,369.98,1,369.98,1,2,0
775,1402,1403,147310,24774.8,5,24774.8,5,3,0
57,105,106,147370,132.16,1,132.16,1,2,0
6212,10362,10363,147370,3894.31,1,3894.31,1,0,1
5451,9395,9381,147430,13753.42,1,13753.42,1,0,1
856,1552,1553,147610,4409.12,1,4409.12,1,2,0
3472,6139,6140,147610,915.8,0,915.8,0,3,0
3825,6750,6751,147610,1280.04,2,1280.04,2,0,0
5014,8786,8787,147610,8199450.33,0,8199450.33,0,2,0
1181,2137,2138,147670,149459.64,1,149459.64,1,2,0
5067,8883,8884,147670,26.85,0,26.85,0,0,0
2675,271,4771,147730,144272.73,7,144272.73,7,2,0
6045,10171,10172,147730,3525.56,0,3525.56,0,0,1
6216,70,10368,147730,25284.76,1,25284.76,1,3,1
1534,2756,2757,147790,210.43,1,210.43,1,2,0
2863,5099,5100,147910,3110.22,1,3110.22,1,2,0
5162,18,9046,147910,1508.25,0,1508.25,0,2,0
6215,70,10367,148090,1614.74,1,1614.74,1,1,1
379,689,690,148150,114715.59,1,114715.59,1,2,0
533,967,968,148150,13663.6,1,13663.6,1,3,0
652,1185,1186,148210,182564.94,14,182564.94,14,0,0
247,18,451,148330,2711.63,0,2711.63,0,3,0
3496,6178,6179,148510,25523131.34,1,25523131.34,1,1,0
2408,4299,4300,148630,1376.3,5,1376.3,5,2,0
6003,10105,10108,148690,4958.17,0,4958.17,0,0,1
6217,70,10369,148690,7910.0,1,7910.0,1,3,1
3862,6805,6806,148990,1037557.26,8,1037557.26,8,3,0
5410,9107,9110,148990,24134.09,9,24134.09,9,0,1
2699,2528,3282,149050,134426.84,11,134426.84,11,3,0
1685,3024,3025,149170,24.0,1,24.0,1,0,0
6218,10370,10371,149170,4047.05,5,4047.05,5,0,1
2176,3892,3893,149230,120.09,0,120.09,0,3,0
893,1618,1619,149290,578.65,11,578.65,11,1,0
5484,9428,9429,149290,1413.09,0,1413.09,0,0,1
5299,9207,9213,149350,284.56,0,284.56,0,0,1
2005,3596,3597,149530,151128.81,1,151128.81,1,1,0
6219,10372,10373,149590,3690.8,1,3690.8,1,0,1
6221,70,10376,149650,291.94,1,291.94,1,3,1
927,1674,1675,149830,11826.44,2,11826.44,2,2,0
2343,70,4182,149830,10942.63,1,10942.63,1,3,0
1081,1953,1954,149890,49.15,0,49.15,0,3,0
6220,10374,10375,149950,2582.81,1,2582.81,1,0,1
2582,4609,4610,150130,180.07,2,180.07,2,1,0
6066,10200,10201,150130,9674.41,0,9674.41,0,0,1
5795,759,9845,150370,216174961.98,0,216174961.98,0,0,1
1539,2766,2767,150430,1531.23,1,1531.23,1,1,0
1776,3190,3191,150430,8971.21,2,8971.21,2,3,0
5357,9294,9295,150610,431045.44,8,431045.44,8,0,1
6222,18,10377,150610,19879.92,0,19879.92,0,2,1
6223,9434,9435,150610,29684.31,9,29684.31,9,0,1
192,353,354,150670,928680.42,9,928680.42,9,1,0
1088,1965,1966,150850,2823.12,11,2823.12,11,0,0
3289,5824,5825,150850,12097.08,9,12097.08,9,0,0
4364,7661,7662,150850,172951.45,3,172951.45,3,4,0
5344,9277,9276,150850,30234.15,9,30234.15,9,0,1
3811,6726,6727,150910,135.32,5,135.32,5,2,0
5642,9633,3896,150910,5331.65,0,5331.65,0,0,1
5335,5465,9268,150970,10657.39,0,10657.39,0,0,1
591,1070,1071,151090,3118.51,13,3118.51,13,2,0
2254,4028,4029,151090,262.22,13,262.22,13,4,0
2594,4630,2858,151090,12219.22,1,12219.22,1,2,0
3192,5659,5660,151090,10603.74,1,10603.74,1,0,0
3034,845,5386,151210,179.22,5,179.22,5,2,0
5543,9510,9506,151210,8726.14,4,8726.14,4,0,1
2604,18,4647,151330,2425.03,0,2425.03,0,3,0
1701,3052,3053,151450,251.39,0,251.39,0,1,0
6226,18,10380,151510,12364.96,0,12364.96,0,2,1
403,734,735,151570,127.26,1,127.26,1,2,0
2226,3978,3979,151630,67.1,9,67.1,9,2,0
2607,4651,4652,151630,111580.15,8,111580.15,8,2,0
1083,1957,1958,151690,1359.09,6,1359.09,6,3,0
1842,3306,3307,151750,1225675.72,1,1225675.72,1,2,0
2807,5000,5001,151750,9431.45,0,9431.45,0,2,0
5646,9638,9639,151990,13461.85,1,13461.85,1,0,1
6194,10350,10353,151990,1254558.74,7,1254558.74,7,0,1
1499,2695,2696,152050,34487.46,1,34487.46,1,0,0
26,47,48,152470,6009349.68,2,6009349.68,2,2,0
6090,10232,10233,152650,6197.97,0,6197.97,0,0,1
3761,6641,6642,152710,837.57,2,837.57,2,3,0
6227,9429,9428,152710,9493.36,0,9493.36,0,0,1
6225,10378,10379,152830,7655.09,1,7655.09,1,0,1
713,1291,1292,152950,146.23,0,146.23,0,3,0
5388,9344,9338,153070,47915.92,9,47915.92,9,0,1
595,1078,1079,153130,5408.45,8,5408.45,8,3,0
6025,10139,10140,153130,3499.47,0,3499.47,0,0,1
6229,10381,10382,153370,1036.99,1,1036.99,1,0,1
1708,3066,3067,153430,53.17,0,53.17,0,0,0
5435,9387,9381,153430,3055.18,1,3055.18,1,0,1
913,1649,1650,153490,7333.33,11,7333.33,11,2,0
4275,7511,7512,153550,33835.07,2,33835.07,2,2,0
1617,2902,2903,153730,45.21,1,45.21,1,2,0
6028,10145,10146,153850,245.76,1,245.76,1,0,1
6232,10387,10388,153850,1415.74,4,1415.74,4,0,1
4425,7769,7770,153910,269142.45,12,269142.45,12,2,0
6233,10389,10390,153970,3342.98,5,3342.98,5,0,1
1019,1840,1841,154030,163.16,4,163.16,4,2,0
2191,70,3920,154030,21044.76,1,21044.76,1,2,0
4613,8099,8100,154090,19558.99,4,19558.99,4,2,0
6037,10159,10160,154090,7802.52,11,7802.52,11,0,1
4899,8587,8588,154330,637.05,4,637.05,4,0,0
6230,10383,10384,154390,2070.88,1,2070.88,1,0,1
6231,10385,10386,154390,490.46,1,490.46,1,0,1
209,382,383,154450,60.59,4,60.59,4,0,0
6024,10137,10138,154450,7032.52,1,7032.52,1,0,1
3513,6209,6210,154570,839.8,2,839.8,2,2,0
6196,10350,10354,154570,72009.64,11,72009.64,11,0,1
5774,9821,5114,154630,18145.41,1,18145.41,1,0,1
302,550,551,154690,19709.63,1,19709.63,1,0,0
489,889,889,154690,49435.3,1,1045215.51,12,0,0
5120,8977,8978,154750,2358.72,2,2358.72,2,3,0
289,527,528,154930,3137.32,0,3137.32,0,0,0
6236,10395,10396,154930,3478.29,1,3478.29,1,0,1
6242,10401,10402,155170,0.384272,10,0.384272,10,6,1
5446,9379,9393,155290,19101.6,1,19101.6,1,0,1
6240,9277,9276,155290,73602.02,9,73602.02,9,0,1
5865,9932,9929,155350,115163.87,11,115163.87,11,0,1
3334,5901,5902,155410,10.51,2,10.51,2,4,0
1072,1937,1938,155470,259.54,4,259.54,4,2,0
3449,18,6103,155470,19838.37,0,19838.37,0,2,0
6237,10397,10398,155470,4525.89,1,4525.89,1,0,1
4122,7253,7254,155830,58.92,1,58.92,1,1,0
4830,8469,8470,155890,5729.85,1,5729.85,1,2,0
4252,7471,7472,155950,4908.57,1,4908.57,1,1,0
5995,10099,10100,156010,5127.49,0,5127.49,0,0,1
6235,10393,10394,156010,2828.95,1,2828.95,1,0,1
1047,1890,1891,156070,552465.39,1,552465.39,1,2,0
6239,10399,10400,156130,1985.44,9,1985.44,9,0,1
5742,9771,9772,156190,470886.9,7,470886.9,7,0,1
2383,4256,4257,156250,123.14,1,123.14,1,2,0
5499,9445,9446,156490,426880.82,8,426880.82,8,0,1
6238,18,9154,156490,2422.24,0,2422.24,0,2,1
6234,10391,10392,156550,4333.05,1,4333.05,1,0,1
6245,10407,10408,156610,7052.99,1,7052.99,1,0,1
1954,3506,3507,156670,9049.89,1,9049.89,1,3,0
5108,8954,8955,156730,8831.55,1,8831.55,1,3,0
5281,9193,9194,156730,1573.91,11,1573.91,11,0,1
3571,4053,6307,156850,1491.74,0,1491.74,0,2,0
4694,167,8239,156850,92659.24,3,92659.24,3,2,0
5242,9144,9145,156850,10295.53,1,10295.53,1,0,1
6056,9435,9434,156910,42579.74,9,42579.74,9,0,1
1947,3494,3495,157090,137840.56,3,137840.56,3,0,0
6198,10350,10355,157330,2436.41,1,2436.41,1,0,1
4190,7371,7372,157630,395.57,0,395.57,0,2,0
1642,2945,2946,157690,50891.21,12,50891.21,12,0,0
6243,10403,10404,157750,187.85,1,187.85,1,0,1
4409,7739,7740,157870,9746.82,2,9746.82,2,2,0
6249,10411,10412,157870,5013.29,1,5013.29,1,0,1
6244,10405,10406,157990,2515.15,1,2515.15,1,0,1
5300,9207,9214,158170,17454.74,1,17454.74,1,0,1
1836,3294,3295,158230,444.06,0,444.06,0,1,0
4281,7522,7523,158350,215650.74,14,215650.74,14,4,0
457,833,834,158410,82184.66,12,82184.66,12,1,0
653,1187,1188,158410,2137.13,1,2137.13,1,3,0
3044,5403,5404,158410,5753.73,1,5753.73,1,1,0
423,770,771,158470,934.52,0,934.52,0,0,0
1786,3208,3209,158470,187636.14,12,187636.14,12,2,0
4656,8174,8175,158530,3811.58,0,3811.58,0,2,0
1273,2296,2297,158590,1129.36,13,1129.36,13,1,0
3588,6337,6338,158590,967.46,2,967.46,2,3,0
4046,7130,7131,158710,53344.96,3,53344.96,3,2,0
4874,8546,8547,158710,192.69,1,192.69,1,0,0
6263,10422,10423,158770,150092.22,8,150092.22,8,0,1
1936,3475,3476,158890,6608.67,1,6608.67,1,3,0
5834,9889,9894,158890,18570.25,1,18570.25,1,0,1
1417,2554,2554,159010,566.98,1,2126.81,9,0,0
24,43,44,159070,9517.34,0,9517.34,0,2,0
485,881,882,159070,595.38,6,595.38,6,3,0
3514,6211,6212,159130,501972.4,12,501972.4,12,2,0
534,969,970,159190,161.02,1,161.02,1,3,0
1874,3361,3362,159310,15868.84,0,15868.84,0,0,0
3232,5724,5725,159430,237.63,1,237.63,1,0,0
6261,18,10419,159490,303.08,0,303.08,0,3,1
6262,10420,10421,159490,227886.14,8,227886.14,8,0,1
4648,8159,8160,159610,633.66,1,633.66,1,4,0
5578,9551,9549,159790,11802.12,1,11802.12,1,0,1
1810,3249,3250,159850,1706.78,0,1706.78,0,4,0
6048,10176,10177,159850,395.35,0,395.35,0,0,1
4930,8640,8641,160090,3129.28,13,3129.28,13,2,0
2734,4871,4872,160270,1620.62,1,1620.62,1,2,0
4148,7298,7299,160270,573.83,1,573.83,1,1,0
6265,10426,10427,160390,1719.38,1,1719.38,1,0,1
745,1350,1351,160930,12659.62,0,12659.62,0,3,0
6267,18,10430,160930,118.64,0,118.64,0,2,1
4498,1418,7895,161110,837326.0,3,837326.0,3,2,0
1167,2111,2112,161230,512.79,2,512.79,2,3,0
2731,4865,4866,161290,462.55,0,462.55,0,1,0
6266,10428,10429,161350,34189.64,1,34189.64,1,0,1
1396,2516,2517,161590,233115.72,8,233115.72,8,1,0
6264,10424,10425,161590,899.1,1,899.1,1,0,1
1616,2900,2901,161710,126.7,1,126.7,1,3,0
1652,2964,2965,161710,263226.85,1,263226.85,1,1,0
2806,4998,4999,161830,104.44,9,104.44,9,0,0
1418,2555,2556,161950,64.74,1,64.74,1,0,0
1487,2676,2677,162010,198.75,1,198.75,1,3,0
3894,18,6864,162190,1649.68,0,1649.68,0,2,0
6268,70,10431,162310,584.63,1,584.63,1,2,1
407,742,743,162430,214462.26,3,214462.26,3,2,0
655,1191,1192,162550,225.1,0,225.1,0,0,0
5128,8989,8990,162550,1373040.69,1,1373040.69,1,2,0
6022,10133,10134,162610,12451.75,0,12451.75,0,0,1
6269,6736,10432,162790,962.29,1,962.29,1,0,1
642,1166,1167,162850,655379.33,5,655379.33,5,1,0
1049,1894,1895,163090,107.66,0,107.66,0,2,0
2561,4576,4577,163090,1045509.63,0,1045509.63,0,1,0
6271,10434,10435,163090,17197.57,11,17197.57,11,0,1
3245,5746,5747,163210,413.23,1,413.23,1,2,0
6270,18,10433,163210,152.05,0,152.05,0,2,1
1024,1849,70,163270,299.21,1,299.21,1,1,0
3067,5444,5445,163270,836.22,1,836.22,1,2,0
2934,5216,5217,163390,2078911.77,4,2078911.77,4,2,0
4396,7715,7716,163390,2434983.62,0,2434983.62,0,1,0
5193,9078,9086,163390,16135.09,1,16135.09,1,0,1
6272,10436,10437,163510,105.61,4,105.61,4,0,1
4689,8231,8232,163570,8061.5,1,8061.5,1,1,0
4418,7755,7756,163990,181.61,1,181.61,1,3,0
11,20,21,164050,547.81,0,547.81,0,0,0
4416,7752,7753,164170,310970.74,8,310970.74,8,2,0
184,337,338,164290,5610.84,2,5610.84,2,1,0
1863,3342,3343,164410,54119.19,8,54119.19,8,3,0
1696,3043,3044,164470,99.92,9,99.92,9,2,0
3914,6899,6900,164470,548.11,6,548.11,6,2,0
256,467,468,164650,272.35,0,272.35,0,3,0
4459,7828,7829,164710,1305451.99,0,1305451.99,0,0,0
1567,167,2812,164770,24570.21,3,24570.21,3,1,0
6275,10439,10440,164830,1152.04,1,1152.04,1,0,1
2239,4001,4002,164890,113.66,4,113.66,4,3,0
6276,10441,10442,164890,10725.94,1,10725.94,1,0,1
723,1310,1311,164950,129.12,1,129.12,1,3,0
2439,70,4353,165250,16804.15,1,16804.15,1,3,0
2773,4940,4941,165250,38437.11,8,38437.11,8,3,0
2875,5120,5121,165250,1073.92,2,1073.92,2,1,0
2733,4869,4870,165310,239.26,0,239.26,0,2,0
3225,70,1225,165310,23.18,1,23.18,1,1,0
997,1803,1804,165370,196.21,1,196.21,1,4,0
785,1419,1420,165430,509966.75,1,509966.75,1,1,0
3025,5370,5371,165490,8038.52,4,8038.52,4,2,0
3000,5324,5325,165670,54.2,1,54.2,1,2,0
5019,8796,8797,165670,161742.28,1,161742.28,1,1,0
518,937,938,165730,2458.87,1,2458.87,1,0,0
6289,10461,10462,165730,2272.29,1,2272.29,1,0,1
1683,3020,3021,165850,10408.91,8,10408.91,8,2,0
3246,70,5748,165970,1302.57,1,1302.57,1,2,0
6291,10465,10466,166150,3247.72,0,3247.72,0,0,1
3560,6287,6288,166330,143.11,1,143.11,1,2,0
6293,10468,10469,166450,0.269735,10,0.269735,10,6,1
1007,1821,1822,166630,2857.24,1,2857.24,1,3,0
1679,3012,3013,166630,3508.38,0,3508.38,0,3,0
1891,3392,3393,166630,168.3,1,168.3,1,0,0
2008,3601,3602,166630,514.5,0,514.5,0,3,0
6290,10463,10464,166630,1558.6,1,1558.6,1,0,1
121,226,227,166690,3590.53,8,3590.53,8,2,0
3912,6896,6897,166750,4184.73,1,4184.73,1,0,0
6288,10459,10460,166810,4647.69,1,4647.69,1,0,1
1730,3105,3106,166870,107950.93,3,107950.93,3,2,0
6292,1661,10467,167110,681.48,12,681.48,12,2,1
2452,18,4378,167170,333.76,0,333.76,0,2,0
3506,6196,6197,167230,2743.17,1,2743.17,1,3,0
6294,10470,10471,167410,4996.32,1,4996.32,1,0,1
1290,2327,2328,167530,207.15,0,207.15,0,3,0
6296,454,10473,167530,1466.02,4,1466.02,4,2,1
4356,7647,7648,167710,490819.56,3,490819.56,3,0,0
6295,18,10472,167770,20814.98,0,20814.98,0,3,1
3023,5366,5367,168070,26.29,14,26.29,14,2,0
4210,7404,7405,168130,227.59,0,227.59,0,1,0
528,957,958,168250,1820.84,1,1820.84,1,3,0
1109,2004,2005,168250,10230.54,8,10230.54,8,3,0
420,18,765,168310,3801.71,0,3801.71,0,2,0
1204,2182,2183,168370,173.51,1,173.51,1,3,0
6321,10501,10502,168550,0.373332,10,0.373332,10,6,1
2838,5056,5057,168670,855.59,1,855.59,1,4,0
6299,10477,10478,168850,12598.44,1,12598.44,1,0,1
3231,5722,5723,168910,0.027012,10,0.027012,10,6,0
424,772,773,168970,585.77,1,585.77,1,3,0
6297,1437,10474,169030,274.96,6,274.96,6,2,1
6312,10491,10492,169090,11765.4,0,11765.4,0,0,1
1654,2967,2968,169150,4215.61,11,4215.61,11,2,0
6298,10475,10476,169150,7131.81,2,7131.81,2,0,1
6324,10505,10506,169330,247848.98,8,247848.98,8,0,1
5442,9379,9391,169390,49099.32,2,49099.32,2,0,1
4735,8308,8309,169450,3588.05,0,3588.05,0,1,0
2178,3896,3897,169570,70458.83,0,70458.83,0,2,0
6325,271,10507,169630,145537.98,7,145537.98,7,2,1
5194,9078,9087,169810,12183.28,1,12183.28,1,0,1
189,347,348,170050,6916.43,1,6916.43,1,3,0
2192,3921,3922,170050,111.52,1,111.52,1,0,0
6322,18,10503,170110,89.59,0,89.59,0,3,1
34,61,62,170170,10232.08,1,10232.08,1,2,0
3406,6030,6031,170230,3026.56,1,3026.56,1,2,0
4490,7883,7884,170290,4220.19,0,4220.19,0,2,0
6337,10521,10522,170290,11002.46,1,11002.46,1,0,1
1707,3064,3065,170350,4825622.81,0,4825622.81,0,0,0
6326,10508,10509,170350,5603.13,14,5603.13,14,0,1
6327,845,10510,170350,500.5,5,500.5,5,2,1
935,1688,1689,170770,11043.0,1,11043.0,1,2,0
6323,52,10504,170770,1212468.35,8,1212468.35,8,3,1
6328,10511,10512,170770,3426.62,1,3426.62,1,0,1
3080,70,5469,170950,440283.7,1,440283.7,1,2,0
5503,9453,9454,170950,750.23,0,750.23,0,0,1
4289,7534,7535,171190,188.36,6,188.36,6,2,0
6361,10544,10545,171310,4206.03,1,4206.03,1,0,1
1225,18,2219,171430,5443.37,0,5443.37,0,2,0
6036,10157,10158,171430,4465.68,1,4465.68,1,0,1
1338,2415,2416,171550,6.1,1,6.1,1,3,0
1581,2838,2839,171550,4623.3,2,4623.3,2,2,0
625,1133,1134,171610,875.82,1,875.82,1,3,0
6363,845,10547,171730,3107.91,5,3107.91,5,2,1
1101,1990,1991,171790,12.68,0,12.68,0,4,0
2088,3738,3739,171970,21140.93,0,21140.93,0,1,0
6362,1437,10546,171970,370.5,6,370.5,6,3,1
